pep_id,Title,louvain_group_id,group_category,group_id,Type,Status,Created_dt,group_name
0001,PEP Purpose and Guidelines,0,A,0,Process,Active,2000-06-13,A-09
0009,Sample Plaintext PEP Template,0,A,0,Process,Withdrawn,2001-08-14,A-09
0012,Sample reStructuredText PEP Template,0,A,0,Process,Active,2002-08-05,A-09
0013,Python Language Governance,0,A,0,Informational,Active,2018-12-16,A-09
0216,Docstring Format,0,A,0,Informational,Rejected,2000-07-31,A-09
0224,Attribute Docstrings,0,A,0,Standards Track,Rejected,2000-08-23,A-09
0226,Python 2.1 Release Schedule,0,A,0,Informational,Final,2000-10-16,A-09
0256,Docstring Processing System Framework,0,A,0,Standards Track,Rejected,2001-06-01,A-09
0257,Docstring Conventions,0,A,0,Informational,Active,2001-05-29,A-09
0258,Docutils Design Specification,0,A,0,Standards Track,Rejected,2001-05-31,A-09
0287,reStructuredText Docstring Format,0,A,0,Informational,Active,2002-03-25,A-09
0331,Locale-Independent Float/String Conversions,0,A,0,Standards Track,Final,2003-07-19,A-09
0666,Reject Foolish Indentation,0,A,0,Standards Track,Rejected,2001-12-03,A-09
8000,Python Language Governance Proposal Overview,0,A,0,Informational,Active,2018-08-24,A-09
8001,Python Governance Voting Process,0,A,0,Process,Accepted,2018-08-24,A-09
8002,Open Source Governance Survey,0,A,0,Informational,Active,2018-08-24,A-09
8010,The Technical Leader Governance Model,0,A,0,Informational,Rejected,2018-08-24,A-09
8011,Python Governance Model Lead by Trio of Pythonistas,0,A,0,Informational,Rejected,2018-08-24,A-09
8012,The Community Governance Model,0,A,0,Informational,Rejected,2018-10-03,A-09
8013,The External Council Governance Model,0,A,0,Informational,Rejected,2018-09-14,A-09
8014,The Commons Governance Model,0,A,0,Informational,Rejected,2018-09-16,A-09
8015,Organization of the Python community,0,A,0,Informational,Rejected,2018-10-04,A-09
8016,The Steering Council Model,0,A,0,Informational,Accepted,2018-11-01,A-09
8100,January 2019 steering council election,0,A,0,Informational,Active,2019-01-03,A-09
8101,2020 Term steering council election,0,A,0,Informational,Active,2019-11-16,A-09
8102,2021 Term steering council election,0,A,0,Informational,Active,2020-10-29,A-09
0002,Procedure for Adding New Modules,1,A,0,Process,Final,2001-07-07,A-07
0003,Guidelines for Handling Bug Reports,1,A,0,Process,Withdrawn,2000-09-25,A-07
0005,Guidelines for Language Evolution,1,A,0,Process,Active,2000-10-26,A-07
0006,Bug Fix Releases,1,A,0,Process,Active,2001-03-15,A-07
0042,Feature Requests,1,A,0,Process,Rejected,2000-09-12,A-07
0227,Statically Nested Scopes,1,A,0,Standards Track,Final,2000-11-01,A-07
0230,Warning Framework,1,A,0,Standards Track,Final,2000-11-28,A-07
0235,Import on Case-Insensitive Platforms,1,A,0,Standards Track,Final,2001-02-21,A-07
0236,Back to the __future__,1,A,0,Standards Track,Final,2001-02-26,A-07
0244,The directive statement,1,A,0,Standards Track,Rejected,2001-03-20,A-07
0317,Eliminate Implicit Exception Instantiation,1,A,0,Standards Track,Rejected,2003-05-06,A-07
0319,Python Synchronize/Asynchronize Block,1,A,0,Standards Track,Rejected,2003-02-24,A-07
0368,Standard image protocol and class,1,A,0,Standards Track,Deferred,2007-06-28,A-07
0387,Backwards Compatibility Policy,1,A,0,Process,Active,2009-06-18,A-07
0408,Standard library __preview__ package,1,A,0,Standards Track,Rejected,2012-01-07,A-07
0411,Provisional packages in the Python standard library,1,A,0,Informational,Active,2012-02-10,A-07
0497,A standard mechanism for backward compatibility,1,A,0,Process,Rejected,2015-08-04,A-07
0558,Defined semantics for locals(),1,A,0,Standards Track,Draft,2017-09-08,A-07
0565,Show DeprecationWarning in __main__,1,A,0,Standards Track,Final,2017-11-12,A-07
0577,Augmented Assignment Expressions,1,A,0,Standards Track,Withdrawn,2018-05-14,A-07
0596,Python 3.9 Release Schedule,1,A,0,Informational,Active,2019-06-04,A-07
0598,Introducing incremental feature releases,1,A,0,Informational,Withdrawn,2019-06-15,A-07
0602,Annual Release Cycle for Python,1,A,0,Informational,Accepted,2019-06-04,A-07
0605,A rolling feature release stream for CPython,1,A,0,Informational,Rejected,2019-09-20,A-07
0606,Python Compatibility Version,1,A,0,Standards Track,Rejected,2019-10-18,A-07
0607,Reducing CPython's Feature Delivery Latency,1,A,0,Informational,Final,2019-10-11,A-07
0608,Coordinated Python release,1,A,0,Standards Track,Rejected,2019-10-25,A-07
0614,Relaxing Grammar Restrictions On Decorators,1,A,0,Standards Track,Final,2020-02-10,A-07
0616,String methods to remove prefixes and suffixes,1,A,0,Standards Track,Accepted,2020-03-19,A-07
3002,Procedure for Backwards-Incompatible Changes,1,A,0,Process,Final,2006-03-27,A-07
3143,Standard daemon process library,1,A,0,Standards Track,Deferred,2009-01-26,A-07
3144,IP Address Manipulation Library for the Python Standard Library,1,A,0,Standards Track,Final,2012-02-06,A-07
3153,Asynchronous IO support,1,A,0,Standards Track,Superseded,2011-05-29,A-07
0004,Deprecation of Standard Modules,2,A,0,Process,Active,2000-10-01,A-02
0202,List Comprehensions,2,A,0,Standards Track,Final,2000-07-13,A-02
0204,Range Literals,2,A,0,Standards Track,Rejected,2000-07-14,A-02
0212,Loop Counter Iteration,2,A,0,Standards Track,Rejected,2000-08-22,A-02
0219,Stackless Python,2,A,0,Standards Track,Deferred,2000-08-14,A-02
0220,"Coroutines, Generators, Continuations",2,A,0,Informational,Rejected,2000-08-14,A-02
0234,Iterators,2,A,0,Standards Track,Final,2001-01-30,A-02
0255,Simple Generators,2,A,0,Standards Track,Final,2001-05-18,A-02
0274,Dict Comprehensions,2,A,0,Standards Track,Final,2001-10-25,A-02
0276,Simple Iterator for ints,2,A,0,Standards Track,Rejected,2001-11-12,A-02
0279,The enumerate() built-in function,2,A,0,Standards Track,Final,2002-01-30,A-02
0281,Loop Counter Iteration with range and xrange,2,A,0,Standards Track,Rejected,2002-02-11,A-02
0284,Integer for-loops,2,A,0,Standards Track,Rejected,2002-03-01,A-02
0288,Generators Attributes and Exceptions,2,A,0,Standards Track,Withdrawn,2002-03-21,A-02
0289,Generator Expressions,2,A,0,Standards Track,Final,2002-01-30,A-02
0290,Code Migration and Modernization,2,A,0,Informational,Active,2002-06-06,A-02
0294,Type Names in the types Module,2,A,0,Standards Track,Rejected,2002-06-19,A-02
0296,Adding a bytes Object Type,2,A,0,Standards Track,Withdrawn,2002-07-12,A-02
0298,The Locked Buffer Interface,2,A,0,Standards Track,Withdrawn,2002-07-26,A-02
0310,Reliable Acquisition/Release Pairs,2,A,0,Standards Track,Rejected,2002-12-18,A-02
0323,Copyable Iterators,2,A,0,Standards Track,Deferred,2003-10-25,A-02
0325,Resource-Release Support for Generators,2,A,0,Standards Track,Rejected,2003-08-25,A-02
0333,Python Web Server Gateway Interface v1.0,2,A,0,Informational,Final,2003-12-07,A-02
0334,Simple Coroutines via SuspendIteration,2,A,0,Standards Track,Withdrawn,2004-08-26,A-02
0340,Anonymous Block Statements,2,A,0,Standards Track,Rejected,2005-04-27,A-02
0342,Coroutines via Enhanced Generators,2,A,0,Standards Track,Final,2005-05-10,A-02
0343,"The ""with"" Statement",2,A,0,Standards Track,Final,2005-05-13,A-02
0344,Exception Chaining and Embedded Tracebacks,2,A,0,Standards Track,Superseded,2005-05-12,A-02
0346,"User Defined (""with"") Statements",2,A,0,Standards Track,Withdrawn,2005-05-06,A-02
0348,Exception Reorganization for Python 3.0,2,A,0,Standards Track,Rejected,2005-07-28,A-02
0352,Required Superclass for Exceptions,2,A,0,Standards Track,Final,2005-10-27,A-02
0358,"The ""bytes"" Object",2,A,0,Standards Track,Final,2006-02-15,A-02
0361,Python 2.6 and 3.0 Release Schedule,2,A,0,Informational,Final,2006-06-29,A-02
0367,New Super,2,A,0,Standards Track,Superseded,2007-04-28,A-02
0371,Addition of the multiprocessing package to the standard library,2,A,0,Standards Track,Final,2008-05-06,A-02
0377,Allow __enter__() methods to skip the statement body,2,A,0,Standards Track,Rejected,2009-03-08,A-02
0444,Python Web3 Interface,2,A,0,Informational,Deferred,2010-07-19,A-02
0467,Minor API improvements for binary sequences,2,A,0,Standards Track,Draft,2014-03-30,A-02
0533,Deterministic cleanup for iterators,2,A,0,Standards Track,Deferred,2016-10-18,A-02
0654,Exception Groups and except*,2,A,0,Standards Track,Draft,2021-02-22,A-02
3000,Python 3000,2,A,0,Process,Final,2006-04-05,A-02
3001,Procedure for reviewing and improving standard library modules,2,A,0,Process,Withdrawn,2006-04-05,A-02
3099,Things that will Not Change in Python 3000,2,A,0,Process,Final,2006-04-04,A-02
3100,Miscellaneous Python 3.0 Plans,2,A,0,Process,Final,2004-08-20,A-02
3104,Access to Names in Outer Scopes,2,A,0,Standards Track,Final,2006-10-12,A-02
3105,Make print a function,2,A,0,Standards Track,Final,2006-11-19,A-02
3109,Raising Exceptions in Python 3000,2,A,0,Standards Track,Final,2006-01-19,A-02
3110,Catching Exceptions in Python 3000,2,A,0,Standards Track,Final,2006-01-16,A-02
3111,Simple input built-in in Python 3000,2,A,0,Standards Track,Final,2006-09-13,A-02
3112,Bytes literals in Python 3000,2,A,0,Standards Track,Final,2007-02-23,A-02
3119,Introducing Abstract Base Classes,2,A,0,Standards Track,Final,2007-04-18,A-02
3130,Access to Current Module/Class/Function,2,A,0,Standards Track,Rejected,2007-04-22,A-02
3134,Exception Chaining and Embedded Tracebacks,2,A,0,Standards Track,Final,2005-05-12,A-02
3135,New Super,2,A,0,Standards Track,Final,2007-04-28,A-02
3137,Immutable Bytes and Mutable Buffer,2,A,0,Standards Track,Final,2007-09-26,A-02
3142,"Add a ""while"" clause to generator expressions",2,A,0,Standards Track,Rejected,2009-01-12,A-02
3151,Reworking the OS and IO exception hierarchy,2,A,0,Standards Track,Final,2010-07-21,A-02
3333,Python Web Server Gateway Interface v1.0.1,2,A,0,Informational,Final,2010-09-26,A-02
0007,Style Guide for C Code,3,A,0,Process,Active,2001-07-05,A-12
0384,Defining a Stable ABI,3,A,0,Standards Track,Final,2009-05-17,A-12
0489,Multi-phase extension module initialization,3,A,0,Standards Track,Final,2013-08-11,A-12
0547,Running extension modules using the -m option,3,A,0,Standards Track,Deferred,2017-05-25,A-12
0554,Multiple Interpreters in the Stdlib,3,A,0,Standards Track,Draft,2017-09-05,A-12
0573,Module State Access from C Extension Methods,3,A,0,Standards Track,Final,2016-06-02,A-12
0574,Pickle protocol 5 with out-of-band data,3,A,0,Standards Track,Final,2018-03-23,A-12
0575,Unifying function/method classes,3,A,0,Standards Track,Withdrawn,2018-03-27,A-12
0576,Rationalize Built-in function classes,3,A,0,Standards Track,Withdrawn,2018-05-10,A-12
0579,Refactoring C functions and methods,3,A,0,Informational,Final,2018-06-04,A-12
0580,The C call protocol,3,A,0,Standards Track,Rejected,2018-06-14,A-12
0590,Vectorcall a fast calling protocol for CPython,3,A,0,Standards Track,Accepted,2019-03-29,A-12
0620,Hide implementation details from the C API,3,A,0,Standards Track,Draft,2020-06-19,A-12
0630,Isolating Extension Modules,3,A,0,Informational,Active,2020-08-25,A-12
0652,Maintaining the Stable ABI,3,A,0,Standards Track,Final,2021-02-09,A-12
3118,Revising the buffer protocol,3,A,0,Standards Track,Final,2006-08-28,A-12
3121,Extension Module Initialization and Finalization,3,A,0,Standards Track,Accepted,2007-04-27,A-12
3146,Merging Unladen Swallow into CPython,3,A,0,Standards Track,Withdrawn,2010-01-01,A-12
0008,Style Guide for Python Code,4,A,0,Process,Active,2001-07-05,A-01
0020,The Zen of Python,4,A,0,Informational,Active,2004-08-19,A-01
0206,Python Advanced Library,4,A,0,Informational,Withdrawn,2000-07-14,A-01
0275,Switching on Multiple Values,4,A,0,Standards Track,Rejected,2001-11-10,A-01
0324,subprocess - New process module,4,A,0,Standards Track,Final,2003-11-19,A-01
0335,Overloadable Boolean Operators,4,A,0,Standards Track,Rejected,2004-08-29,A-01
0359,"The ""make"" Statement",4,A,0,Standards Track,Withdrawn,2006-04-05,A-01
0360,Externally Maintained Packages,4,A,0,Process,Final,2006-05-30,A-01
0364,Transitioning to the Py3K Standard Library,4,A,0,Standards Track,Withdrawn,2007-03-01,A-01
0391,Dictionary-Based Configuration For Logging,4,A,0,Standards Track,Final,2009-10-15,A-01
0403,"General purpose decorator clause (aka ""@in"" clause)",4,A,0,Standards Track,Deferred,2011-10-13,A-01
0423,Naming conventions and recipes related to packaging,4,A,0,Informational,Deferred,2012-05-24,A-01
0482,Literature Overview for Type Hints,4,A,0,Informational,Final,2015-01-08,A-01
0483,The Theory of Type Hints,4,A,0,Informational,Final,2014-12-19,A-01
0484,Type Hints,4,A,0,Standards Track,Provisional,2014-09-29,A-01
0505,None-aware operators,4,A,0,Standards Track,Deferred,2015-09-18,A-01
0526,Syntax for Variable Annotations,4,A,0,Standards Track,Final,2016-08-09,A-01
0531,Existence checking operators,4,A,0,Standards Track,Withdrawn,2016-10-25,A-01
0532,A circuit breaking protocol and binary operators,4,A,0,Standards Track,Deferred,2016-10-30,A-01
0534,Improved Errors for Missing Standard Library Modules,4,A,0,Standards Track,Deferred,2016-09-05,A-01
0535,Rich comparison chaining,4,A,0,Standards Track,Deferred,2016-11-12,A-01
0544,Protocols Structural subtyping (static duck typing),4,A,0,Standards Track,Accepted,2017-03-05,A-01
0545,Python Documentation Translations,4,A,0,Process,Final,2017-03-04,A-01
0551,Security transparency in the Python runtime,4,A,0,Informational,Withdrawn,2017-08-23,A-01
0557,Data Classes,4,A,0,Standards Track,Final,2017-06-02,A-01
0560,Core support for typing module and generic types,4,A,0,Standards Track,Accepted,2017-09-03,A-01
0561,Distributing and Packaging Type Information,4,A,0,Standards Track,Accepted,2017-09-09,A-01
0563,Postponed Evaluation of Annotations,4,A,0,Standards Track,Accepted,2017-09-08,A-01
0569,Python 3.8 Release Schedule,4,A,0,Informational,Active,2018-01-27,A-01
0572,Assignment Expressions,4,A,0,Standards Track,Accepted,2018-02-28,A-01
0578,Python Runtime Audit Hooks,4,A,0,Standards Track,Accepted,2018-06-16,A-01
0584,Add Union Operators To dict,4,A,0,Standards Track,Final,2019-03-01,A-01
0585,Type Hinting Generics In Standard Collections,4,A,0,Standards Track,Accepted,2019-03-03,A-01
0586,Literal Types,4,A,0,Standards Track,Accepted,2019-03-14,A-01
0589,TypedDict Type Hints for Dictionaries with a Fixed Set of Keys,4,A,0,Standards Track,Accepted,2019-03-20,A-01
0591,Adding a final qualifier to typing,4,A,0,Standards Track,Accepted,2019-03-15,A-01
0593,Flexible function and variable annotations,4,A,0,Standards Track,Accepted,2019-04-26,A-01
0594,Removing dead batteries from the standard library,4,A,0,Standards Track,Draft,2019-05-20,A-01
0597,Add optional EncodingWarning,4,A,0,Standards Track,Accepted,2019-06-05,A-01
0601,Forbid return/break/continue breaking out of finally,4,A,0,Standards Track,Rejected,2019-08-26,A-01
0604,Allow writing union types as X | Y,4,A,0,Standards Track,Accepted,2019-08-28,A-01
0612,Parameter Specification Variables,4,A,0,Standards Track,Accepted,2019-12-18,A-01
0613,Explicit Type Aliases,4,A,0,Standards Track,Accepted,2020-01-21,A-01
0617,New PEG parser for CPython,4,A,0,Standards Track,Accepted,2020-03-24,A-01
0618,Add Optional Length-Checking To zip,4,A,0,Standards Track,Final,2020-05-01,A-01
0619,Python 3.10 Release Schedule,4,A,0,Informational,Draft,2020-05-25,A-01
0622,Structural Pattern Matching,4,A,0,Standards Track,Superseded,2020-06-23,A-01
0626,Precise line numbers for debugging and other tools.,4,A,0,Standards Track,Final,2020-07-15,A-01
0634,Structural Pattern Matching Specification,4,A,0,Standards Track,Accepted,2020-09-12,A-01
0635,Structural Pattern Matching Motivation and Rationale,4,A,0,Informational,Final,2020-09-12,A-01
0636,Structural Pattern Matching Tutorial,4,A,0,Informational,Final,2020-09-12,A-01
0637,Support for indexing with keyword arguments,4,A,0,Standards Track,Rejected,2020-08-24,A-01
0638,Syntactic Macros,4,A,0,Standards Track,Draft,2020-09-24,A-01
0640,Unused variable syntax,4,A,0,Standards Track,Draft,2020-10-04,A-01
0642,Explicit Pattern Syntax for Structural Pattern Matching,4,A,0,Standards Track,Draft,2020-09-26,A-01
0644,Require OpenSSL 1.1.1 or newer,4,A,0,Standards Track,Final,2020-10-27,A-01
0645,Allow writing optional types as x?,4,A,0,Process,Draft,2020-08-25,A-01
0646,Variadic Generics,4,A,0,Standards Track,Draft,2020-09-16,A-01
0647,User-Defined Type Guards,4,A,0,Standards Track,Accepted,2020-10-07,A-01
0649,Deferred Evaluation Of Annotations Using Descriptors,4,A,0,Standards Track,Draft,2021-01-11,A-01
0653,Precise Semantics for Pattern Matching,4,A,0,Standards Track,Draft,2021-02-09,A-01
0655,Marking individual TypedDict items as required or potentially-missing,4,A,0,Standards Track,Draft,2021-01-30,A-01
3103,A Switch/Case Statement,4,A,0,Standards Track,Rejected,2006-06-25,A-01
3107,Function Annotations,4,A,0,Standards Track,Final,2006-12-02,A-01
3108,Standard Library Reorganization,4,A,0,Standards Track,Final,2007-01-01,A-01
3117,Postfix type declarations,4,A,0,Standards Track,Rejected,2007-04-01,A-01
3131,Supporting Non-ASCII Identifiers,4,A,0,Standards Track,Final,2007-05-01,A-01
3150,"Statement local namespaces (aka ""given"" clause)",4,A,0,Standards Track,Deferred,2010-07-09,A-01
0010,Voting Guidelines,5,C,1,Process,Active,2002-03-07,C-01
0011,Removing support for little used platforms,6,A,0,Process,Active,2002-07-07,A-03
0277,Unicode file name support for Windows NT,6,A,0,Standards Track,Final,2002-01-11,A-03
0293,Codec Error Handling Callbacks,6,A,0,Standards Track,Final,2002-06-18,A-03
0315,Enhanced While Loop,6,A,0,Standards Track,Rejected,2003-04-25,A-03
0351,The freeze protocol,6,A,0,Standards Track,Rejected,2005-04-14,A-03
0355,Path - Object oriented filesystem paths,6,A,0,Standards Track,Rejected,2006-01-24,A-03
0372,Adding an ordered dictionary to collections,6,A,0,Standards Track,Final,2008-06-15,A-03
0375,Python 3.1 Release Schedule,6,A,0,Informational,Final,2009-02-08,A-03
0383,Non-decodable Bytes in System Character Interfaces,6,A,0,Standards Track,Final,2009-04-22,A-03
0393,Flexible String Representation,6,A,0,Standards Track,Final,2010-01-24,A-03
0412,Key-Sharing Dictionary,6,A,0,Standards Track,Final,2012-02-08,A-03
0416,Add a frozendict builtin type,6,A,0,Standards Track,Rejected,2012-02-29,A-03
0422,Simpler customisation of class creation,6,A,0,Standards Track,Withdrawn,2012-06-05,A-03
0428,The pathlib module -- object-oriented filesystem paths,6,A,0,Standards Track,Final,2012-07-30,A-03
0431,Time zone support improvements,6,A,0,Standards Track,Superseded,2012-12-11,A-03
0432,Restructuring the CPython startup sequence,6,A,0,Standards Track,Withdrawn,2012-12-28,A-03
0456,Secure and interchangeable hash algorithm,6,A,0,Standards Track,Final,2013-09-27,A-03
0468,Preserving the order of **kwargs in a function.,6,A,0,Standards Track,Final,2014-04-05,A-03
0472,Support for indexing with keyword arguments,6,A,0,Standards Track,Rejected,2014-06-24,A-03
0487,Simpler customisation of class creation,6,A,0,Standards Track,Final,2015-02-27,A-03
0494,Python 3.6 Release Schedule,6,A,0,Informational,Active,2015-05-30,A-03
0495,Local Time Disambiguation,6,A,0,Standards Track,Final,2015-08-02,A-03
0500,"A protocol for delegating datetime methods to their
tzinfo implementations",6,A,0,Standards Track,Rejected,2015-08-08,A-03
0504,Using the System RNG by default,6,A,0,Standards Track,Withdrawn,2015-09-15,A-03
0506,Adding A Secrets Module To The Standard Library,6,A,0,Standards Track,Final,2015-09-19,A-03
0509,Add a private version to dict,6,A,0,Standards Track,Final,2016-01-04,A-03
0510,Specialize functions with guards,6,A,0,Standards Track,Rejected,2016-01-04,A-03
0511,API for code transformers,6,A,0,Standards Track,Rejected,2016-01-04,A-03
0515,Underscores in Numeric Literals,6,A,0,Standards Track,Final,2016-02-10,A-03
0519,Adding a file system path protocol,6,A,0,Standards Track,Final,2016-05-11,A-03
0520,Preserving Class Attribute Definition Order,6,A,0,Standards Track,Final,2016-06-07,A-03
0522,Allow BlockingIOError in security sensitive APIs,6,A,0,Standards Track,Rejected,2016-06-16,A-03
0523,Adding a frame evaluation API to CPython,6,A,0,Standards Track,Final,2016-05-16,A-03
0524,Make os.urandom() blocking on Linux,6,A,0,Standards Track,Final,2016-06-20,A-03
0528,Change Windows console encoding to UTF-8,6,A,0,Standards Track,Final,2016-08-27,A-03
0529,Change Windows filesystem encoding to UTF-8,6,A,0,Standards Track,Final,2016-08-27,A-03
0537,Python 3.7 Release Schedule,6,A,0,Informational,Active,2016-12-23,A-03
0538,Coercing the legacy C locale to a UTF-8 based locale,6,A,0,Standards Track,Final,2016-12-28,A-03
0539,A New C-API for Thread-Local Storage in CPython,6,A,0,Standards Track,Final,2016-12-20,A-03
0540,Add a new UTF-8 Mode,6,A,0,Standards Track,Final,2016-01-05,A-03
0548,More Flexible Loop Control,6,A,0,Standards Track,Rejected,2017-09-05,A-03
0549,Instance Descriptors,6,A,0,Standards Track,Rejected,2017-09-04,A-03
0552,Deterministic pycs,6,A,0,Standards Track,Final,2017-09-04,A-03
0553,Built-in breakpoint(),6,A,0,Standards Track,Final,2017-09-05,A-03
0559,Built-in noop(),6,A,0,Standards Track,Rejected,2017-09-08,A-03
0562,Module __getattr__ and __dir__,6,A,0,Standards Track,Final,2017-09-09,A-03
0587,Python Initialization Configuration,6,A,0,Standards Track,Final,2019-03-27,A-03
0615,Support for the IANA Time Zone Database in the Standard Library,6,A,0,Standards Track,Accepted,2020-02-22,A-03
0623,Remove wstr from Unicode,6,A,0,Standards Track,Accepted,2020-06-25,A-03
0624,Remove Py_UNICODE encoder APIs,6,A,0,Standards Track,Final,2020-07-06,A-03
0641,Using an underscore in the version portion of Python 3.10 compatibility tags,6,A,0,Standards Track,Rejected,2020-10-20,A-03
3115,Metaclasses in Python 3000,6,A,0,Standards Track,Final,2007-03-07,A-03
0100,Python Unicode Integration,7,B,2,Standards Track,Final,2000-03-10,B-01
0400,Deprecate codecs.StreamReader and codecs.StreamWriter,7,B,2,Standards Track,Deferred,2011-05-28,B-01
3116,New I/O,7,B,2,Standards Track,Final,2007-02-26,B-01
0101,Doing Python Releases 101,8,A,0,Informational,Active,2001-08-22,A-10
0102,Doing Python Micro Releases,8,A,0,Informational,Superseded,2001-08-22,A-10
0213,Attribute Access Handlers,8,A,0,Standards Track,Deferred,2000-07-21,A-10
0228,Reworking Python's Numeric Model,8,A,0,Standards Track,Withdrawn,2000-11-04,A-10
0231,__findattr__(),8,A,0,Standards Track,Rejected,2000-11-30,A-10
0237,Unifying Long Integers and Integers,8,A,0,Standards Track,Final,2001-03-11,A-10
0238,Changing the Division Operator,8,A,0,Standards Track,Final,2001-03-11,A-10
0239,Adding a Rational Type to Python,8,A,0,Standards Track,Rejected,2001-03-11,A-10
0240,Adding a Rational Literal to Python,8,A,0,Standards Track,Rejected,2001-03-11,A-10
0251,Python 2.2 Release Schedule,8,A,0,Informational,Final,2001-04-17,A-10
0252,Making Types Look More Like Classes,8,A,0,Standards Track,Final,2001-04-19,A-10
0253,Subtyping Built-in Types,8,A,0,Standards Track,Final,2001-05-14,A-10
0254,Making Classes Look More Like Types,8,A,0,Standards Track,Rejected,2001-06-18,A-10
0264,Future statements in simulated shells,8,A,0,Standards Track,Final,2001-07-30,A-10
0313,Adding Roman Numeral Literals to Python,8,A,0,Standards Track,Rejected,2003-04-01,A-10
0327,Decimal Data Type,8,A,0,Standards Track,Final,2003-10-17,A-10
0347,Migrating the Python CVS to Subversion,8,A,0,Process,Final,2004-07-14,A-10
0374,Choosing a distributed VCS for the Python project,8,A,0,Process,Final,2008-11-07,A-10
0385,Migrating from Subversion to Mercurial,8,A,0,Process,Final,2009-05-25,A-10
0462,Core development workflow automation for CPython,8,A,0,Process,Withdrawn,2014-01-23,A-10
0474,Creating forge.python.org,8,A,0,Process,Withdrawn,2014-07-19,A-10
0481,"Migrate CPython to Git, Github, and Phabricator",8,A,0,Process,Withdrawn,2014-11-29,A-10
0507,Migrate CPython to Git and GitLab,8,A,0,Process,Rejected,2015-09-30,A-10
0512,Migrating from hg.python.org to GitHub,8,A,0,Process,Final,2015-01-17,A-10
3141,A Type Hierarchy for Numbers,8,A,0,Standards Track,Final,2007-04-23,A-10
0103,Collecting information about git,9,C,3,Informational,Withdrawn,2015-06-01,C-32
